headline,sentiment_label,date,stock
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",neutral,2018-04-23,AAPL
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,2018-04-23,NVDA
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",negative,2018-04-23,AAPL
Scanfil has also issued a profit warning .,negative,2018-04-23,TSLA
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral,2018-04-24,NVDA
The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral,2018-04-24,NVDA
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral,2018-04-25,TSLA
"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",neutral,2018-04-26,NVDA
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment .",neutral,2018-04-26,NVDA
"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",neutral,2018-04-26,NVDA
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral,2018-04-26,NVDA
The chain is to unite 45-50 centres by the end of 2008 .,neutral,2018-04-26,TSLA
Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,neutral,2018-04-27,NVDA
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive,2018-04-27,TSLA
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company - s shares outstanding .",neutral,2018-04-30,TSLA
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+¦rbindelsen bridge in Gothenburg in Sweden .,positive,2018-04-30,AAPL
It has several innovative small molecule and biological drug candidates at different stages of clinical development .,neutral,2018-04-30,NVDA
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive,2018-04-30,NVDA
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive,2018-04-30,AAPL
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,neutral,2018-05-01,TSLA
"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .",neutral,2018-05-01,NVDA
The chain is to unite 45-50 centres by the end of 2008 .,neutral,2018-05-02,NVDA
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,2018-05-02,AAPL
Terms of the acquisition were not disclosed .,neutral,2018-05-02,TSLA
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",neutral,2018-05-03,TSLA
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,2018-05-03,NVDA
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive,2018-05-03,NVDA
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative,2018-05-04,TSLA
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .",positive,2018-05-04,NVDA
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive,2018-05-04,TSLA
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",neutral,2018-05-04,AAPL
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral,2018-05-07,TSLA
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral,2018-05-08,AAPL
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,2018-05-08,AAPL
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,2018-05-08,NVDA
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",negative,2018-05-08,NVDA
It estimates the operating profit to further improve from the third quarter .,positive,2018-05-09,TSLA
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,2018-05-10,AAPL
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,2018-05-11,TSLA
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,negative,2018-05-11,TSLA
The value of the deal is estimated at between SEK25m and SEK50m .,neutral,2018-05-11,TSLA
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral,2018-05-11,TSLA
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,2018-05-14,AAPL
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,neutral,2018-05-14,AAPL
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral,2018-05-14,AAPL
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral,2018-05-14,TSLA
- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral,2018-05-15,TSLA
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,2018-05-16,NVDA
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",negative,2018-05-16,TSLA
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",positive,2018-05-16,NVDA
"shock phase ' , consumers have once again started to plan and implement building projects .",neutral,2018-05-17,AAPL
In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,neutral,2018-05-17,AAPL
"Okmetic has a global customer base and sales network , production plants in Finland and the US and contract manufacturers in Japan and China .",neutral,2018-05-17,AAPL
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive,2018-05-17,AAPL
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,2018-05-17,AAPL
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,negative,2018-05-17,AAPL
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral,2018-05-17,AAPL
The studies are expected to start in 2008 .,neutral,2018-05-17,NVDA
The value of the three-year contract is estimated at EUR40m .,neutral,2018-05-17,NVDA
"Most of the new substations support EDGE technology , which enables faster data traffic .",neutral,2018-05-17,TSLA
The value of the order is USD 2.2 mn .,neutral,2018-05-18,AAPL
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative,2018-05-18,AAPL
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,positive,2018-05-22,NVDA
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",neutral,2018-05-22,NVDA
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,2018-05-23,AAPL
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,2018-05-23,TSLA
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral,2018-05-23,AAPL
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,2018-05-23,NVDA
"In Penttil+Æ 's vision , the most important reason for the transaction is Russia .",neutral,2018-05-24,TSLA
His resignation will take effect immediately .,neutral,2018-05-24,AAPL
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative,2018-05-24,AAPL
